govid|english_name|flags
3678|Homes Employment Agency Limited|exact agency address
3804|AGNIS EMPLOYMENT AGENCY CENTRE|similar money lender address
4092|CCJ Consultants Company|similar agency address
4110|Chen Chen Co|exact agency address,similar agency address,similar agency fax
355|Sing Ho Co.|exact agency address
533|H W Employment Agency Centre|exact agency address
2106|SON Employment|similar money lender address
1250|Bright International Services Co.|similar agency address,similar money lender address
3552|EMERALD CONSULTANCY & TRADING COMPANY|similar agency address,similar money lender address
783|Asia Pioneer Employment Agency|similar agency address,similar money lender address
1773|MAID YOURS EMPLOYMENT AGENCY|similar agency address,similar money lender address
1976|One Element Consultant|similar agency address,similar money lender address
2249|HOME CARE EMPLOYMENT AGENCY LIMITED|exact agency address,similar agency address,similar agency telephone,similar agency fax,similar agency email,similar money lender address
2588|FamilyMaid Employment Services Limited|similar agency address,similar agency telephone,similar agency fax,similar agency email,similar money lender address
1004|DANIEL EMPLOYMENT AGENCY|similar money lender address
2111|KENESSA EMPLOYMENT AGENCY & TRADING CO.|similar agency address,similar money lender address
2853|VIERO HUMAN RESOURCES CO.|similar agency address,similar money lender address
3018|CJN EMPLOYMENT CONSULTANCY|similar agency address,similar money lender address
3406|UNITED TALENTS EMPLOYMENT AGENCY|similar agency address,similar money lender address
3421|SUNTEL ENTERPRISES|exact agency address,similar agency address,similar agency fax,similar money lender address
3659|P&L; EMPLOYMENT AGENCY|similar agency address,similar money lender address
4112|GET ON EMPLOYMENT AGENCY|similar agency address,similar agency email,similar money lender address
